Emotion value,Carlos 2,Carlos 3,Carlos 4,Carlos 5,Carlos 6,Carlos 7,Carlos 8,Carlos 9,Carlos 10,Young 1,Young 2,Young 3,Young 4,Young 5,Nuwan 1,Nuwan 2,Nuwan 3,Nuwan 4,Nuwan 5,Nuwan 6,Nuwan 7,Nuwan 8,Nuwan 9,Nuwan 10,Nuwan 11,Nuwan 12,Nuwan 13,Nuwan 14,Nuwan 15,Nuwan 16,Gender,Age
1,0.32578701034570773,0.10539177953964791,0.21558387639671503,0.04044696890472561,0.09651411654272513,0.19463800530470482,0.1553383335176661,0.3712288861834539,0.21608443489451326,0.7138845133803847,0.9148233908925419,0.5835106170165236,0.7803522739879745,0.5338091612808555,0.06549905312841194,0.08241023479036588,0.11248995624074153,0.14427595079934172,0.05998908504549184,0.08228223701137913,0.11159568465466134,0.14239818994354086,0.1300030996602723,0.09159965129049555,0.05574263459808492,0.05380923752887881,0.08329240530183676,0.11518810882343926,0.19463800530470482,0.05543864732778047,0,22
3,0.3305817690952525,0.10941796141940645,0.21998373478563824,0.04091254299872108,0.08776299843574917,0.19100460589983193,0.15926244959980956,0.3725618092486096,0.21330264812345787,0.7023949015686641,0.9147984937861005,0.5982556595713677,0.7678137932449407,0.5472833762748973,0.06511396020922584,0.07830291727747682,0.10806078912081707,0.141660945383332,0.05865517496505246,0.07417328168208039,0.1058185618176256,0.1402087128060959,0.12662021471457172,0.09105475581989897,0.05890904670440859,0.05680072557021636,0.08550036570956178,0.11792684437933261,0.19100460589983193,0.05005362257682888,0,22
5,0.32242649176506744,0.11243097780807068,0.21742311657742175,0.03983218106897081,0.09256456089098572,0.2137147840503824,0.1579943008036381,0.372334018627064,0.21437924743777403,0.718192913865201,0.9487791871176203,0.5871894818863473,0.7569652914152368,0.5571131593081453,0.06515274993548484,0.07885063335483958,0.11030288378556397,0.1436682287382731,0.05898705074361606,0.07602414869345675,0.10568744074370554,0.14011436469203992,0.14141481147240875,0.09971790247936915,0.06180913768971345,0.059510986218275774,0.08944070432987786,0.12253313347922096,0.2137147840503824,0.04619577024922605,0,22
7,0.33686982088582645,0.13914478193608595,0.2380052064190681,0.03525204653792059,0.09160200940459441,0.19011290139786466,0.169683757407549,0.39037272113916777,0.2206933799856507,0.7131859310803694,0.8951429677741224,0.6095931314235652,0.7967285190809124,0.5456730047972108,0.06539773302606525,0.07504118915810702,0.09592550080363044,0.11967095896183881,0.06545765205379662,0.08146465309305996,0.10565685110127578,0.1298412999764868,0.11691033699173062,0.08366754691034234,0.05282900248504438,0.05794766420823713,0.08899263046293468,0.12140791510092351,0.19011290139786466,0.05655038025570528,0,21
6,0.3409279397796761,0.1288691207286332,0.23489162938568012,0.03875470692187526,0.09481594648979008,0.199145212238822,0.16997874543993458,0.37007897125680356,0.20011889269263258,0.7016009308719299,0.8902022045901397,0.6437996363990429,0.7881365910511936,0.5731118556367583,0.07055965188511507,0.08522066443096085,0.1088771983743979,0.13354817073697195,0.07402189513576364,0.09082405409612304,0.11167938856222633,0.13243608268118978,0.12379231080435081,0.08720780312190743,0.05363582280557616,0.06068957648634653,0.09342498935236843,0.12755742424872432,0.199145212238822,0.05613199104565915,0,21
1,0.3474388544470222,0.12547039671783441,0.23645338353343004,0.03818006724072014,0.0997774080302611,0.19721041389644267,0.1638783650523565,0.3687779640550822,0.20491415137465094,0.6765900920847027,0.8679230949444398,0.6481053228910393,0.7795507413338444,0.5625055776935562,0.07449964342229722,0.08822103251032706,0.11074247908069217,0.1319630806766177,0.07905914882469242,0.09559841043487255,0.11667152041386027,0.13761075343643783,0.12397536122895834,0.08918354275455216,0.05727144247830669,0.05966338386801731,0.09105548547943453,0.12443908167062168,0.19721041389644267,0.05626082836207349,0,21
3,0.3458996328225114,0.12688009560253666,0.23638234435337258,0.038942824757402045,0.09750627660015564,0.19822573971826482,0.16891029131558793,0.38230645820751014,0.21341272111287413,0.6819009352849386,0.8730747809959403,0.6310470203289125,0.781033824510514,0.550951239071806,0.07601851543053595,0.08986917974905394,0.11172084867304419,0.13246704630851133,0.08372569969875057,0.1015465363379621,0.12174712262044192,0.14186437837542526,0.12272621497766725,0.08796454635401078,0.05609170305229298,0.059225964534272375,0.09311531500786434,0.12924080505657098,0.19822573971826482,0.06270857072706172,0,21
5,0.3420344231869932,0.12903885262625223,0.23553449238392754,0.03726338497271921,0.09516966621404409,0.2096846368683364,0.16295493653055668,0.3751292927643747,0.21217438196390154,0.6582851372518517,0.8500541106664761,0.6414048613804526,0.77440380440691,0.545228839017915,0.0757264294680828,0.08587697315425577,0.10808402292611077,0.13047296664933328,0.07805886309016197,0.09190163870007441,0.11413602047620304,0.13554013483352303,0.13162519137973425,0.09393776622756411,0.05855744802979631,0.05990126477518346,0.09298135765155867,0.12803393499848664,0.2096846368683364,0.054944434868275514,0,21
7,0.3144427275752925,0.12466120426946961,0.21955136310994883,0.0377952143605069,0.09094867498777458,0.1993063982909127,0.18195442500689177,0.440313106632131,0.25847979838356,0.7219988313740338,1.0446722752058175,0.5266178021352992,0.6911247177798302,0.55014301752057,0.0750884338302695,0.09343616793040213,0.11748386052076772,0.14147023756982505,0.07757559006473462,0.085851462392375,0.10535234821922167,0.12812904457520405,0.127691843667724,0.09453896314855721,0.0682168861224129,0.07284757633964623,0.1032166478302396,0.1365306784849301,0.1993063982909127,0.054515315888568554,0,25
5,0.32081422941210663,0.1242465726372158,0.22252875762313987,0.03641599693566752,0.08609044300952991,0.19797847571142904,0.1800601905489799,0.4488396143082659,0.268860887859349,0.6944560023162152,1.0200422721346003,0.5257947971873004,0.6808110029233944,0.5363329195994853,0.07270668692308778,0.09248373619986476,0.1185584429761971,0.14256293801802047,0.07920299270513535,0.09305482440569712,0.11162858316593596,0.13553234928593255,0.13249664763876592,0.09878656030743958,0.07043077057766776,0.07038741189154389,0.10195866655046296,0.13782571228186677,0.19797847571142904,0.05610442709721383,0,25
6,0.29768046101378676,0.12908229655536352,0.21337597364546707,0.03099656444117446,0.09884719371662039,0.21025816204671674,0.1824593251436188,0.45147524444727827,0.26902843198908755,0.7400392160907232,1.080277347969861,0.49981025139030694,0.6850455741587667,0.5399336928600703,0.07285670257919963,0.09107716719218904,0.11740270757991413,0.14345327966949878,0.08145481978870377,0.09156260704535385,0.1080591575534293,0.13350123037352937,0.13749960065331876,0.1033677199738898,0.07094919684836348,0.07396309154761373,0.10874190749844467,0.14581374441089387,0.21025816204671674,0.06416420763006846,0,25
1,0.29987430505918494,0.12418254185007069,0.21202547492333204,0.03219883936768331,0.0879673232815285,0.1997035865732161,0.18288329229377406,0.44305373789296876,0.2602413766084611,0.7173291206101826,1.05639450434602,0.5142163485316857,0.6790352634920779,0.5432153246337503,0.07578892307729328,0.09119155040984436,0.1146597199746941,0.1373351502065633,0.07604659724301265,0.08738535110208834,0.11067415136060049,0.1298784887516612,0.14115469885260637,0.10525062778969434,0.07422255161079949,0.06862388150524369,0.09693445679374574,0.12827758254078903,0.1997035865732161,0.06198832685383413,0,25
3,0.30648385249932647,0.11976720724495936,0.21312454414595092,0.03297771607810674,0.09401782227334338,0.1962601011712847,0.1572042807002033,0.4224140681810466,0.2652162689165296,0.7099595468810473,1.0432207027803069,0.5116984140012072,0.6805458758524643,0.5338143790659079,0.07427925097517125,0.08709059518934423,0.11324411897838399,0.1389113639081201,0.08125440152597431,0.09143701957927192,0.11243486080132892,0.13547734630685634,0.1366382013499354,0.10143565837952566,0.0715040325229315,0.06807873086888806,0.1011945626758892,0.1366879045937915,0.1962601011712847,0.061570871085491544,0,25
7,0.3324818383371682,0.1386939807518786,0.2355860143781689,0.03570380138238969,0.10328408223852852,0.1872433792151469,0.14907462491585932,0.3952818730123072,0.24628512080591,0.6402577964732651,0.8598858570116142,0.5933324927116561,0.7445846344052817,0.5101982189881997,0.06156834688351485,0.07734573491351528,0.10454911265894662,0.13302847792611072,0.07008326847618619,0.08457080072268205,0.10951686846928538,0.13231102848288848,0.12027586694011276,0.0861748091629041,0.0559601973508444,0.055618063434566115,0.08402700131034659,0.11606623102292149,0.1872433792151469,0.05087173318324294,0,33
6,0.32043556967942144,0.1475678314946564,0.23400165402233056,0.0320165615449139,0.1089906498863126,0.20122263275529198,0.1615981221598985,0.39679163731423567,0.23519470797499958,0.6536320279660696,0.8679194776798602,0.6028762766953946,0.753102153800456,0.5232480631750458,0.06959012728929118,0.08577113354776901,0.1092997514546664,0.13046929022682577,0.07664288787555273,0.09123891112863451,0.11278530986131939,0.13171078872079725,0.12670579257838832,0.08999458219786732,0.055772124591892076,0.05668026365540209,0.08986536776503935,0.12603999485646183,0.20122263275529198,0.05442514714624742,0,33
1,0.31975819903845265,0.14464458341751493,0.23219877529435826,0.03254936319678791,0.09480143049641165,0.19977913397594407,0.14460304388981687,0.3811144643815166,0.23652300892254102,0.6383738476291522,0.8600450741779455,0.6037312095857209,0.7422562686488581,0.5192360529316921,0.07182712744021394,0.08679570588428445,0.10987981369047466,0.13237090815790267,0.07743870974712329,0.0924789769335044,0.11526055593335134,0.1342826105799468,0.12274698286862001,0.08777309780289341,0.05561542674408723,0.056029613340519285,0.08918532218194947,0.12328720019439544,0.19977913397594407,0.05091290762415895,0,33
3,0.318134906594696,0.1585456196932485,0.23834016970515093,0.030491019993664832,0.10135296060763824,0.19698099667759594,0.1466643051973927,0.38329691232118424,0.23668037978068673,0.6382696035742945,0.853725897151426,0.6132275599573875,0.747628255982358,0.5235282487826005,0.05876388573852614,0.07642400053018043,0.10296000559935906,0.12543433601882367,0.06524070971946963,0.07948860631611977,0.10452333880579352,0.12734242140364824,0.12233036545624565,0.08825600405331957,0.05672402751584501,0.05456586902283395,0.08576121649636392,0.11967186298410559,0.19698099667759594,0.049764450831950066,0,33
5,0.3182767990460726,0.14961034222614578,0.23393433553125803,0.03092272934685768,0.09934661392187753,0.20309632071023498,0.14607909686837314,0.3780896427329665,0.23202254861034496,0.6374413407882062,0.857577416227336,0.6138278058849932,0.743304719464798,0.5264048637793471,0.07287752598338273,0.08704925037723985,0.1120426991378385,0.13561890771642254,0.07952573988556613,0.09101540020785018,0.11387423493425222,0.13400808315048401,0.12052588414043841,0.08528982830983975,0.05341906686231666,0.056698702268923054,0.09115832636468349,0.12668113929826666,0.20309632071023498,0.04807910809347838,0,33
1,0.318060183999793,0.1166133922052797,0.2173301882210751,0.03570503380066191,0.10303746793759277,0.16157319651960014,0.16336135830602577,0.3621210995921403,0.19876584372272552,0.7328725699337741,0.95125648703463,0.6070422670153277,0.7704258314372939,0.5774528944025384,0.06115296465752731,0.0831160574319607,0.1127199984414709,0.13936122837733586,0.06077211305184358,0.08178861571451472,0.10385031822570809,0.12926463722401166,0.10260493032792911,0.07755086176340134,0.055946820787149174,0.050570645872624206,0.0716002821806096,0.09600259196016243,0.16157319651960014,0.04567563523710918,0,22
7,0.3109457220941488,0.1122574633691196,0.21160148180933622,0.034820320099134716,0.09664294431345527,0.21053506800081032,0.15996044199556483,0.40644981910919814,0.2465754578944868,0.672821729960504,0.9107036040660721,0.544266073691758,0.738793309872188,0.49566507488197437,0.06609081855398703,0.08165654689141735,0.1076131169818656,0.13333174635954784,0.06712934525459317,0.07584448603480809,0.09313424542420363,0.11922392983507231,0.12681949102209406,0.08864695120416322,0.05437195280297022,0.05908306964643256,0.09629626988162572,0.1366259209717525,0.21053506800081032,0.05715950832783679,0,32
6,0.31506875132061996,0.11334599591536006,0.21419653027151725,0.036296358832603445,0.08742058054456009,0.2074376112123995,0.14339996690444196,0.38997796394445555,0.24670053239977063,0.654724923990339,0.8843188509690864,0.5537046743846522,0.7403720086627743,0.4896514814280477,0.06200489435233241,0.08057602916908738,0.10432534323094092,0.13207871196487853,0.0650514405116884,0.07726839261502058,0.09981335419892338,0.1317181259118578,0.12977246227449468,0.09184904197634038,0.05789508820324123,0.06227757193181904,0.09575137849324045,0.1335726238426367,0.2074376112123995,0.057653223811537695,0,32
1,0.3191044420051486,0.12257775822836475,0.22083937249078728,0.03509628145586848,0.09292485422254959,0.2144118744924612,0.15301352295001266,0.39495213165805526,0.24196192003582068,0.6768186898799339,0.9151260942848273,0.5641899546061899,0.7395906357679255,0.5163049495934966,0.06252207972485965,0.07714625171683438,0.10118849838270415,0.12919774754286684,0.06363346602065068,0.07465343893387724,0.09762053302206665,0.130157475420933,0.13564542570870752,0.09555743853084896,0.059066337183881476,0.05882244682404133,0.09417984408573435,0.13290440102510254,0.2144118744924612,0.04391563332296594,0,32
4,0.3162194527969734,0.12542129184082468,0.22081967528039512,0.034478018124998885,0.08625051419369192,0.20990888183931192,0.15064036998883393,0.39541640725683586,0.24478521034585754,0.6587341921899666,0.8797431327061168,0.5658626375359,0.7487801469545776,0.49781376942717864,0.0628099246498631,0.07591074476202428,0.10309196728170082,0.12796133405314225,0.06550206956493783,0.07467157861038956,0.09521446755592711,0.12714045187169157,0.1334414622187497,0.09451727490945898,0.059300414229257956,0.058622568757505836,0.09223321577399102,0.129645377663295,0.20990888183931192,0.05749078583585063,0,32
3,0.3142917635643349,0.1270226418337715,0.2206525953550788,0.0335209690019339,0.0877355615937998,0.20426843116745402,0.15260508850638094,0.39649754502962103,0.243919501270641,0.6679927662125307,0.8560977060349839,0.5639605900273081,0.780276318349618,0.48280536741651453,0.06254508056164326,0.07454899616356342,0.09615668176990386,0.12309985963373794,0.06714107295758115,0.07250730820111481,0.09232446755146789,0.12187250474418547,0.1292781047454947,0.09205490772776774,0.05539467872118303,0.054034140457598,0.08999278393172376,0.12834144707672757,0.20426843116745402,0.05545494743557894,0,32
5,0.31214301823319446,0.13195193675464878,0.2220472245234629,0.03204821880060854,0.10017142523145564,0.22025403982192301,0.1544706280753686,0.40745613520540885,0.25314826761377623,0.6724071042425654,0.8942562275084305,0.5519538154029809,0.7519177206246813,0.49358813672115437,0.06192769394270353,0.07504572444200458,0.09672081367703549,0.12287111102706198,0.06806563511489992,0.0716843943591986,0.09335003654030605,0.12554752019396442,0.13896476648440123,0.09771255457077002,0.05931407274860166,0.059094506224879474,0.09628519816362327,0.13671205382150659,0.22025403982192301,0.06232041939936736,0,32
7,0.32409535195297834,0.13548005291130985,0.22975835249935198,0.03326283327684054,0.0989424022131703,0.16419449993714044,0.1688397116954411,0.39558246554446935,0.2268909458186156,0.7209709980281673,0.9347197528080734,0.5856327322771913,0.7713231648975377,0.5474024827504529,0.07259411325299313,0.08074042100671909,0.09414652235856115,0.12094521811028547,0.0857473580450072,0.0888906280418319,0.10879575493851946,0.1251235206225249,0.10662873932949167,0.0780367305462375,0.05302546563829666,0.057152970113610646,0.08325865611080432,0.11207895006704051,0.16419449993714044,0.03860944581839873,1,25
1,0.3189760530594993,0.13750510277632474,0.2282401349971367,0.0322857549898441,0.09229591791528101,0.16755984851143912,0.1606186803396004,0.3926548325049699,0.23227883775203922,0.7001088230501439,0.9386321930351179,0.5825236567078554,0.7458819633985749,0.5467754573905305,0.06583133143316695,0.07856916624893458,0.09973084268327763,0.1256052671157727,0.07903520968861064,0.0863773932862429,0.10464657525540316,0.124247266175313,0.11030044763039129,0.08220053791761539,0.05899807443636315,0.06400572658212815,0.08898384535926028,0.11761012911305967,0.16755984851143912,0.04152998998420161,0,25
3,0.32012696357890325,0.13651362939227663,0.2282997327243027,0.032137196850724505,0.08915907627516041,0.15673467448166586,0.15792407499836014,0.3869960127679634,0.22956099022808876,0.699132298711897,0.9418912278660628,0.5875496537703696,0.7422643698421978,0.5534078648220535,0.06839514516668677,0.07142744319123734,0.08864985973873679,0.11727668884515752,0.07844916942830449,0.08248711078957845,0.10093358548787508,0.12168570208663528,0.10687036225597685,0.07938513263974753,0.05832268041412938,0.06324568404171538,0.0871345850302429,0.11463947792604726,0.15673467448166586,0.035813257261953765,0,25
5,0.3134148972893616,0.14430047361083725,0.22885247054592042,0.03071171947710324,0.09913048855099701,0.17463406898683007,0.16333305172800855,0.389707405012112,0.22692662910579972,0.6869093571356337,0.9440191018148629,0.5966591124710205,0.7276434934579825,0.5632575994445461,0.06657995023121875,0.07599960796318891,0.09552267247135067,0.11568097701371728,0.07393460361846042,0.08197128649722675,0.10098643584138398,0.11891124817820214,0.1056046910853981,0.07925740722960482,0.05838411244000894,0.06441369275159914,0.08880359911266755,0.11692902987921336,0.17463406898683007,0.03149767534656512,1,25
7,0.3165934351353803,0.12540682218834068,0.22099709771023304,0.035703957403924805,0.10552901471171139,0.1620270132710606,0.15870417490483565,0.36216991913767066,0.20346652470365226,0.7145083576080266,0.9039268680470048,0.6115655450987443,0.7904492972443338,0.5528105277865673,0.07110726032990256,0.08437245236834791,0.10519045001948137,0.12850508200372532,0.07260964603418386,0.08546391553090701,0.10352394400749002,0.12503207058883475,0.1007432376500806,0.07092753829239001,0.04570731812315078,0.045252493648180306,0.06919019095737249,0.09712439435249635,0.1620270132710606,0.03498950374436244,1,23
6,0.3182391400121094,0.13120593573088832,0.22470078149875533,0.03426364324254555,0.09198415145075903,0.16126812677153393,0.16132932751805634,0.3742242507563584,0.21290425107566435,0.7106293500214169,0.8999831729527323,0.6031158838462034,0.789602929674708,0.5427941468020977,0.07447030450020707,0.08300892766106273,0.10157799469707021,0.12722965965214786,0.08109834922540504,0.08897561594403826,0.104132071169714,0.12478475829067662,0.10700812563103973,0.07527468659143478,0.04708234270147358,0.046410375940221786,0.0718118308223093,0.10008762849767322,0.16126812677153393,0.03862772933574482,1,23
5,0.31542669911087784,0.12692229882056347,0.22116804733955822,0.03454583962217799,0.10407224834727583,0.17238858160218112,0.16408677165522836,0.37772356556000203,0.21368420627487103,0.7332667537738768,0.9220819784434772,0.5884332178240576,0.7952294599788944,0.5425836656730686,0.07219617558276009,0.08604426577564282,0.10457576649835228,0.12805176974410798,0.0720061625133162,0.08480577909003104,0.10193106154711476,0.12343173300997352,0.10612704889379193,0.07413779386347727,0.045684915170401935,0.046213147024110224,0.07359559250989851,0.10344300843390375,0.17238858160218112,0.046774438804605155,1,23
6,0.3179391378279064,0.1273364933290204,0.22262606107713026,0.03463959413489206,0.1015762759814029,0.16366942304778595,0.16394376890269152,0.38578452401702007,0.22194341179302637,0.7114859869042275,0.9130353978949926,0.5853365966361834,0.7792534534198364,0.5344330324122185,0.07720229333915353,0.08836283456312086,0.11015689894556556,0.13326259408546937,0.07907330827857367,0.09161241494738169,0.11047003526477175,0.1308431457122646,0.10839792129938297,0.07775048788066609,0.05143209287623022,0.04978837712113102,0.07707080526626937,0.10694859034786264,0.16366942304778595,0.04403006053059918,1,23
3,0.3191669213419892,0.12732362292166477,0.22324430685256633,0.034928402495233796,0.10108614598914928,0.1602715680759273,0.15886417197053349,0.38141444683996656,0.22255135066505868,0.7223198696613123,0.90847921088691,0.5817386395127582,0.7950868451421601,0.5284974601669751,0.07563181218374843,0.08475448023059814,0.10445160832222138,0.12617309347847402,0.07693983025283162,0.08517144554983336,0.10195870439456037,0.12203408049873579,0.10493914495256383,0.0746903199324549,0.048590423629196425,0.04430042174368798,0.06745484974161145,0.09440660480585367,0.1602715680759273,0.038406749799370775,1,23
5,0.3084655497781117,0.12762909628285932,0.2180451134312138,0.032799183745980835,0.10192331754835009,0.1687572993636842,0.17196630202512675,0.39187231408087203,0.21997672960406828,0.7342295838034266,0.9363088143801989,0.573764966636713,0.7841745933893177,0.5372211956445151,0.07469143117081817,0.08602983660088453,0.10613007529508492,0.13022161756205605,0.07682340135054704,0.08799738290841845,0.10319938286609358,0.12168505566409347,0.1084503250271446,0.0760863805214538,0.047834519921225664,0.04802324673814534,0.07233439029148467,0.10036745618479952,0.1687572993636842,0.04414183296967751,1,23
7,0.30162186913653144,0.12537252941002136,0.21348946202294686,0.031941159122255584,0.10786134577690723,0.1701067841567292,0.1572623686341471,0.3955029419419641,0.23824060535718822,0.7416002053246252,1.008745148811789,0.5383504960729163,0.735171025306207,0.5430584512739743,0.06756214511806004,0.09484582533134572,0.11560068963790346,0.13696777617734482,0.06894574229785931,0.09732302642986537,0.11357830494973159,0.13364544392731909,0.11218171164292935,0.08122481648729703,0.05700742899770479,0.06021037892532255,0.08655253518853659,0.11696144255299931,0.1701067841567292,0.05560466258768629,1,38
1,0.3048226074000812,0.1209012493960076,0.21282624693090027,0.03283953848117361,0.10387048799145233,0.18103907299076813,0.16125562340502264,0.4002802004966997,0.2390368583396053,0.7680857474885392,1.0110367246126535,0.5287567201424296,0.7597011352706369,0.5345924624497315,0.06589697475444725,0.09108471084340042,0.11150702226391178,0.13171168116622378,0.06595279941707877,0.09677200427667677,0.11946231594174855,0.13472121515574537,0.12017113494032457,0.08579498899364726,0.0553878424799739,0.05530919364154822,0.08249037974162284,0.1134346395507186,0.18103907299076813,0.05442725157180865,1,38
3,0.3010861808981833,0.12518305363878068,0.2131279184048356,0.03264129100962318,0.0940191060660403,0.17426869775605408,0.15892069735206002,0.40173302847192066,0.24282143296808212,0.753517383513091,1.0231382880275097,0.5283143344501361,0.736476576363674,0.5405386236897055,0.06244917845629815,0.08782667836493302,0.10901874472483564,0.13252491407065353,0.06711832734440518,0.09098680275230359,0.10904815563455979,0.12879742692878046,0.11305977396378467,0.08227315888567856,0.056200973920165466,0.06002140461245135,0.08818907953031134,0.1194382697969196,0.17426869775605408,0.053701735100627424,1,38
4,0.3005469844172374,0.1243792027853611,0.2124525397720261,0.03195963339246192,0.101997011573795,0.16806355051973954,0.16075543592024427,0.4129871494761643,0.25232127390997333,0.7577866289177339,1.012415585811671,0.5140308673700372,0.7484936418775133,0.5204128617137177,0.06650032865576573,0.09069303093991483,0.10985035907777019,0.12825508106214856,0.06702448463983551,0.09605578224631849,0.11768013193186577,0.1361137244869514,0.11821499565141992,0.0864308878993928,0.05926460871925829,0.05640398081085396,0.08393844589585775,0.11522923353100357,0.16806355051973954,0.060748469208506316,1,38
