Emotion value,Carlos 2,Carlos 3,Carlos 4,Carlos 5,Carlos 6,Carlos 7,Carlos 8,Carlos 9,Carlos 10,Young 1,Young 2,Young 3,Young 4,Young 5,Nuwan 1,Nuwan 2,Nuwan 3,Nuwan 4,Nuwan 5,Nuwan 6,Nuwan 7,Nuwan 8,Nuwan 9,Nuwan 10,Nuwan 11,Nuwan 12,Nuwan 13,Nuwan 14,Nuwan 15,Nuwan 16,Gender,Age
4,0.358255617,0.143578198,0.250915557,0.039298208,0.098125949,0.217887545,0.229398054,0.453823654,0.224433985,0.751103024,0.95415557,0.60772207,0.787191364,0.579861398,0.060168142,0.082723316,0.111520329,0.140373536,0.068474767,0.095153552,0.123421958,0.153275983,0.129272333,0.092694553,0.057575392,0.057356749,0.091588837,0.126904486,0.217887545,0.069982453,0,25
4,0.355661709,0.143300432,0.249479941,0.038452598,0.09530758,0.226401416,0.233882514,0.454743298,0.22092332,0.755441272,0.947483448,0.609489671,0.797313424,0.577481375,0.064346291,0.085329017,0.111272824,0.138334539,0.072887032,0.099969933,0.127197681,0.155565598,0.133707702,0.093837279,0.056542438,0.057859234,0.095082797,0.13375929,0.226401416,0.08294648,0,25
4,0.354845604,0.142752509,0.248798799,0.038065711,0.096721254,0.236300057,0.236901877,0.4550023,0.218177943,0.762238297,0.940587212,0.610163519,0.810385562,0.573912003,0.065554887,0.086877313,0.111765853,0.137999293,0.074335124,0.102735126,0.130517005,0.158163586,0.136661649,0.094633732,0.055624446,0.057590504,0.097356299,0.138501859,0.236300057,0.09089475,0,25
4,0.354835181,0.142277706,0.248556442,0.037935882,0.099085534,0.243783166,0.238578101,0.454978403,0.216466063,0.767863616,0.935607178,0.610287563,0.820711548,0.570989424,0.065463523,0.087628582,0.112349488,0.138301012,0.074411957,0.104021245,0.132716331,0.160100066,0.138373495,0.095174848,0.055064827,0.057237292,0.098690778,0.141298522,0.243783166,0.09493568,0,25
4,0.355599903,0.141712823,0.248655796,0.038015229,0.103174422,0.251471408,0.23952685,0.454677107,0.215182119,0.774248039,0.930827221,0.609916993,0.831784913,0.56772734,0.064088888,0.087849487,0.113204977,0.139307178,0.073195496,0.104310832,0.134560133,0.162045704,0.139530804,0.095592628,0.054610172,0.056593022,0.099492776,0.143283776,0.251471408,0.096575511,0,25
4,0.356156067,0.141282438,0.24871756,0.038071994,0.106258464,0.257392317,0.240290886,0.454459477,0.2141831,0.77914596,0.927143276,0.609650952,0.840372767,0.565233781,0.063085923,0.08804326,0.113854149,0.140053134,0.072317122,0.104580889,0.135997809,0.163545925,0.140556815,0.096011475,0.054319426,0.056213017,0.10025085,0.145003531,0.257392317,0.097945717,0,25
4,0.356558724,0.140910808,0.248731636,0.038100139,0.108802819,0.262642952,0.241058926,0.454300593,0.213247312,0.78342515,0.923841126,0.609472158,0.848008524,0.563055444,0.062346963,0.088280311,0.114401696,0.140634405,0.071691352,0.104941815,0.13732197,0.164881425,0.141613141,0.096475668,0.054104312,0.056000857,0.101085822,0.146732933,0.262642952,0.099454561,0,25
4,0.356950545,0.14058004,0.248760495,0.038137407,0.111127819,0.26727472,0.241700312,0.454148743,0.212449479,0.787231314,0.920950533,0.609290052,0.854803038,0.561125998,0.061635459,0.08846341,0.114897122,0.141180091,0.071080183,0.105213322,0.138470315,0.166057384,0.142567961,0.096920052,0.053951413,0.055851121,0.101847144,0.148287304,0.26727472,0.100667611,0,25
4,0.357417082,0.140188804,0.248795701,0.038184994,0.113889773,0.272761858,0.242458135,0.45396963,0.211511844,0.79174636,0.917533715,0.609071764,0.862907104,0.558843878,0.060789689,0.088678932,0.115485623,0.141829077,0.070354581,0.105533626,0.139829566,0.16745036,0.143760957,0.09750238,0.053814186,0.05574351,0.102816776,0.150210977,0.272761858,0.102097612,0,25
7,0.364319578,0.128112065,0.246215808,0.044616844,0.106028223,0.180039888,0.237039669,0.485493758,0.24856576,0.813542863,0.982058923,0.548815505,0.828405348,0.538969164,0.066737415,0.099062328,0.128216427,0.155509501,0.083527146,0.120243818,0.154498793,0.180233429,0.133142281,0.094495257,0.054792096,0.04957832,0.088781979,0.125085381,0.180039888,0.157770591,0,25
7,0.364917886,0.126966326,0.245942031,0.044868472,0.106108338,0.179278851,0.236980946,0.483581811,0.246739941,0.812736204,0.981952086,0.551038212,0.827673993,0.541093121,0.067445741,0.099904797,0.128703406,0.155976702,0.0844572,0.121335608,0.155597411,0.181024152,0.133911701,0.095045029,0.055165472,0.048970085,0.088068514,0.12443067,0.179278851,0.15923298,0,25
7,0.364917886,0.126966326,0.245942031,0.044868472,0.106108338,0.179278851,0.236980946,0.483581811,0.246739941,0.812736204,0.981952086,0.551038212,0.827673993,0.541093121,0.067445741,0.099904797,0.128703406,0.155976702,0.0844572,0.121335608,0.155597411,0.181024152,0.133911701,0.095045029,0.055165472,0.048970085,0.088068514,0.12443067,0.179278851,0.15923298,0,25
7,0.364917886,0.126966326,0.245942031,0.044868472,0.106108338,0.179278851,0.236980946,0.483581811,0.246739941,0.812736204,0.981952086,0.551038212,0.827673993,0.541093121,0.067445741,0.099904797,0.128703406,0.155976702,0.0844572,0.121335608,0.155597411,0.181024152,0.133911701,0.095045029,0.055165472,0.048970085,0.088068514,0.12443067,0.179278851,0.15923298,0,25
7,0.36439338,0.128065396,0.246229374,0.044655686,0.106047001,0.179891842,0.237147575,0.485798332,0.248763493,0.813605254,0.982039907,0.548573877,0.82848492,0.538721439,0.066830149,0.099192464,0.128341773,0.155604483,0.08364342,0.120385922,0.154647446,0.180339861,0.133216907,0.094535635,0.054809497,0.049577352,0.088810796,0.125151126,0.179891842,0.158229908,0,25
7,0.352909992,0.145963972,0.249430219,0.039445254,0.10410409,0.197318349,0.233025892,0.498259422,0.265293617,0.822721029,0.984192055,0.53027375,0.83593545,0.521891212,0.053834327,0.081730262,0.116115039,0.145032651,0.067241428,0.099080885,0.132742554,0.164722286,0.119714678,0.085223589,0.049389418,0.058219781,0.0975101,0.132853631,0.197318349,0.117076276,0,25
7,0.359128255,0.137341761,0.24823343,0.042361165,0.105259918,0.18720676,0.236599044,0.497750155,0.261152141,0.819495972,0.982984069,0.534322003,0.833681844,0.525230017,0.060700784,0.091506174,0.123503772,0.151198549,0.075859226,0.110731932,0.144785053,0.173259851,0.126633435,0.08996411,0.051892038,0.054367432,0.09409173,0.129905539,0.18720676,0.142666638,0,25
7,0.363934834,0.130734717,0.247334646,0.04460836,0.106153041,0.179477957,0.2393579,0.497445845,0.258149552,0.817297254,0.982006666,0.537484197,0.832272614,0.527813064,0.066389232,0.099035801,0.129219307,0.15597064,0.083020864,0.119713076,0.154055406,0.179897713,0.132256738,0.09361272,0.053990295,0.051462135,0.091562136,0.128423038,0.179477957,0.162336777,0,25
7,0.365718501,0.128431037,0.247074761,0.045451765,0.10649714,0.176553046,0.240545759,0.498125948,0.25768541,0.816778593,0.981625912,0.537962104,0.832067066,0.528077541,0.068570865,0.101860714,0.131435968,0.157797805,0.085766151,0.123052557,0.157507734,0.182381816,0.134372924,0.094925603,0.054759696,0.050508567,0.090816744,0.128265849,0.176553046,0.170010269,0,25
7,0.367056988,0.126449508,0.246753223,0.046063081,0.106731265,0.174509481,0.241125435,0.497179495,0.256206223,0.815974914,0.98135262,0.539654377,0.831479834,0.529591237,0.070212748,0.103907484,0.132918598,0.159064298,0.087841811,0.125530726,0.160055573,0.184221799,0.136022316,0.095980578,0.055425174,0.04959613,0.089949909,0.127808222,0.174509481,0.175007199,0,25
7,0.368182922,0.12498476,0.246583739,0.046593294,0.106946917,0.172682149,0.241855022,0.497524468,0.255862038,0.815653331,0.981108345,0.540042739,0.83135908,0.529840437,0.071616381,0.105682698,0.13430577,0.160210934,0.08960787,0.127633129,0.162228383,0.185792213,0.137388338,0.0968119,0.055930974,0.048990083,0.089473088,0.127781028,0.172682149,0.179791127,0,25
7,0.367857056,0.128016499,0.247936731,0.046654159,0.107129317,0.17173921,0.244810258,0.512293481,0.267598271,0.820159275,0.98102352,0.5267034,0.836024069,0.516708423,0.071350267,0.105890907,0.135757244,0.160959676,0.089168329,0.127308481,0.162045965,0.185635571,0.136648475,0.095866875,0.05498608,0.051229252,0.092830609,0.131951315,0.17173921,0.186071119,0,25
7,0.367857056,0.128016499,0.247936731,0.046654159,0.107129317,0.17173921,0.244810258,0.512293481,0.267598271,0.820159275,0.98102352,0.5267034,0.836024069,0.516708423,0.071350267,0.105890907,0.135757244,0.160959676,0.089168329,0.127308481,0.162045965,0.185635571,0.136648475,0.095866875,0.05498608,0.051229252,0.092830609,0.131951315,0.17173921,0.186071119,0,25
7,0.367857056,0.128016499,0.247936731,0.046654159,0.107129317,0.17173921,0.244810258,0.512293481,0.267598271,0.820159275,0.98102352,0.5267034,0.836024069,0.516708423,0.071350267,0.105890907,0.135757244,0.160959676,0.089168329,0.127308481,0.162045965,0.185635571,0.136648475,0.095866875,0.05498608,0.051229252,0.092830609,0.131951315,0.17173921,0.186071119,0,25
6,0.351427443,0.152821589,0.252079266,0.03430331,0.102666106,0.190128843,0.240982011,0.456716679,0.215767607,0.789380709,0.976162558,0.607871046,0.808657024,0.593380956,0.047594066,0.068530239,0.096599169,0.126460456,0.056750432,0.079116512,0.11033147,0.146482875,0.119027708,0.086327019,0.053680242,0.051787137,0.082170271,0.113047712,0.190128843,0.063867112,0,25
6,0.351477167,0.152766905,0.252074712,0.034312457,0.102789706,0.190451709,0.240945654,0.456685065,0.215773569,0.789702357,0.976078691,0.607739923,0.809056036,0.593201989,0.04781761,0.068597188,0.096722709,0.126563649,0.056886134,0.079159921,0.110307625,0.146237828,0.119088891,0.086405396,0.053722334,0.051659341,0.082214261,0.113221186,0.190451709,0.063519397,0,25
6,0.35146003,0.152777355,0.252072016,0.034311509,0.102747972,0.190390641,0.24094816,0.456674103,0.215759381,0.7895921,0.97600831,0.607796646,0.809001411,0.593214577,0.047759326,0.068588679,0.096702962,0.126545981,0.056852791,0.079139004,0.110295094,0.146279177,0.119074123,0.086375151,0.053696393,0.051683041,0.082201455,0.113187363,0.190390641,0.063571593,0,25
6,0.351463513,0.152661697,0.252014868,0.034341732,0.102764128,0.19108344,0.240810798,0.456376162,0.215594936,0.789608182,0.974654944,0.607951311,0.810141257,0.592542751,0.048022244,0.06878938,0.097017201,0.126792642,0.057040452,0.079059636,0.110013724,0.145687183,0.11916266,0.086335015,0.053546378,0.051403775,0.082236231,0.11354638,0.19108344,0.062642206,0,25
6,0.351363662,0.152495106,0.251883546,0.034396542,0.102537247,0.192091102,0.240551828,0.455711706,0.215178911,0.788958421,0.971510853,0.608614247,0.812094295,0.591275346,0.048189105,0.069139632,0.09752372,0.127177005,0.05721029,0.078770934,0.109372475,0.144758848,0.119249649,0.086072763,0.053089321,0.050996989,0.082233362,0.114055999,0.192091102,0.061107202,0,25
6,0.351168782,0.152218457,0.251651731,0.034491212,0.102092866,0.193767742,0.240106404,0.454544444,0.214443881,0.787705622,0.965971428,0.60983851,0.81545437,0.589086576,0.048416557,0.069741475,0.098379881,0.127824075,0.057468561,0.078245188,0.10824438,0.143196662,0.119387441,0.085599864,0.052277307,0.050334936,0.082235336,0.114902976,0.193767742,0.058507891,0,25
6,0.350974298,0.151734285,0.25131464,0.034642458,0.101664467,0.196697232,0.239413799,0.452826111,0.213412349,0.78646593,0.957942806,0.611380901,0.820994662,0.585667936,0.049134496,0.070724665,0.099807265,0.128919875,0.05807465,0.077567443,0.106595633,0.140563905,0.119700128,0.085105249,0.051246811,0.04922219,0.082365399,0.116409348,0.196697232,0.054235981,0,25
6,0.35076675,0.151610406,0.251153954,0.034698953,0.10118496,0.197453831,0.239149162,0.452041696,0.212895485,0.785171963,0.954143639,0.612429462,0.822907507,0.584345676,0.049010089,0.071065223,0.100249284,0.129242697,0.058080231,0.077140318,0.105831234,0.139783149,0.11972181,0.084699973,0.050624365,0.048951823,0.082349686,0.11678011,0.197453831,0.05286343,0,25
6,0.350605213,0.151575792,0.251059996,0.034726661,0.100804428,0.197667774,0.239016937,0.451593074,0.212583511,0.784155578,0.951915683,0.61316077,0.823765794,0.583677353,0.048767438,0.071217884,0.100423152,0.129360749,0.057980277,0.076852605,0.10539242,0.139496554,0.119687303,0.08439793,0.050205138,0.048883524,0.082310129,0.116871845,0.197667774,0.052294326,0,25
6,0.350636498,0.151262517,0.250916063,0.034807918,0.100903166,0.199563138,0.238660374,0.450829113,0.212181304,0.784370806,0.948507097,0.613504852,0.826953018,0.581913706,0.049570343,0.071777838,0.101272061,0.130030305,0.058537838,0.076671932,0.104669234,0.137896347,0.119964403,0.084416979,0.049958347,0.048197574,0.082505037,0.117873784,0.199563138,0.049822911,0,25
6,0.350158413,0.151307818,0.250711789,0.034851785,0.099757389,0.199294398,0.238446032,0.449888471,0.211479029,0.781338028,0.943650783,0.615474236,0.827994892,0.580792744,0.048501043,0.071958259,0.101377982,0.130060707,0.057988961,0.07592866,0.103748515,0.137820612,0.11973731,0.083559165,0.048860334,0.048340141,0.082330784,0.117670514,0.199294398,0.049334185,0,25
6,0.349938365,0.151306671,0.250605917,0.034879517,0.09921418,0.19930146,0.238316976,0.449379537,0.211116126,0.779883193,0.941048074,0.616461862,0.82873895,0.580120248,0.048045381,0.072085693,0.101490447,0.130124722,0.057764885,0.075560026,0.103262627,0.137675783,0.119647981,0.083152693,0.048314727,0.048363026,0.08226874,0.117644824,0.19930146,0.048920166,0,25
6,0.349874366,0.151288866,0.250566198,0.034892442,0.099057387,0.199408876,0.238258733,0.449184984,0.210986234,0.779461631,0.940081058,0.616776952,0.829143003,0.57982033,0.047954629,0.072155009,0.10157123,0.130181196,0.057729071,0.075440121,0.103077767,0.137543672,0.119636982,0.083034538,0.048138227,0.048333528,0.08226375,0.117692901,0.199408876,0.048659286,0,25
6,0.349828508,0.151297965,0.250548767,0.034895926,0.098940215,0.199353507,0.238242119,0.449100505,0.210922193,0.779146309,0.939631552,0.616976913,0.829204072,0.579730974,0.047834376,0.072164981,0.101569506,0.130174709,0.057665022,0.075368188,0.102998661,0.137562413,0.119609698,0.082948097,0.048030541,0.048358586,0.082244833,0.11765735,0.199353507,0.048645919,0,25
6,0.34973803,0.15133405,0.250523468,0.034898178,0.098702916,0.19913502,0.238229528,0.448976951,0.210818351,0.77850539,0.938932078,0.617355804,0.829139198,0.579655168,0.047549468,0.072152422,0.101517333,0.130123471,0.057505981,0.075236277,0.102885422,0.137693077,0.119539393,0.082774104,0.047831637,0.048446132,0.082194568,0.117529332,0.19913502,0.048761113,0,25
6,0.349687315,0.151361734,0.250513011,0.034897606,0.098566467,0.198967463,0.238230532,0.44892453,0.210768797,0.778135046,0.938611983,0.617564047,0.829027394,0.579653014,0.047369193,0.072132322,0.101468161,0.130078986,0.057402957,0.075165882,0.102839089,0.137805127,0.119493051,0.082674379,0.047725132,0.048510947,0.082160852,0.117433647,0.198967463,0.048883381,0,25
6,0.34968039,0.151362615,0.250510116,0.034898292,0.098548392,0.19896203,0.238227343,0.44891007,0.210758209,0.778086073,0.938535819,0.617596051,0.829042491,0.579636015,0.047351842,0.07213485,0.101469341,0.130079152,0.057393938,0.075154401,0.102825713,0.137805437,0.119489245,0.082661011,0.047707974,0.048513733,0.082158355,0.117429817,0.19896203,0.048877083,0,25
6,0.349585541,0.151460627,0.250513803,0.034885405,0.098276627,0.198370428,0.238280298,0.448920938,0.210721603,0.777341693,0.938410291,0.617947374,0.828360154,0.579888175,0.046892389,0.072015745,0.101253394,0.129897977,0.057117919,0.075047517,0.102847153,0.138253852,0.119360718,0.082464485,0.047545026,0.048731969,0.08206117,0.117103617,0.198370428,0.049466176,0,25
1,0.355746969,0.162880322,0.259305807,0.035309716,0.100792763,0.214630368,0.237526216,0.455803964,0.218279057,0.771521332,0.951396375,0.619860643,0.810935749,0.589733169,0.051504336,0.071517884,0.097474369,0.126312335,0.058322983,0.083555364,0.114973374,0.144710395,0.12668653,0.089577081,0.053161164,0.057349246,0.091565617,0.126288192,0.214630368,0.068957473,0,25
1,0.355746969,0.162880322,0.259305807,0.035309716,0.100792763,0.214630368,0.237526216,0.455803964,0.218279057,0.771521332,0.951396375,0.619860643,0.810935749,0.589733169,0.051504336,0.071517884,0.097474369,0.126312335,0.058322983,0.083555364,0.114973374,0.144710395,0.12668653,0.089577081,0.053161164,0.057349246,0.091565617,0.126288192,0.214630368,0.068957473,0,25
1,0.354879085,0.163027123,0.258946589,0.035041023,0.100800177,0.212185676,0.237764121,0.455697222,0.217935654,0.772664161,0.953371445,0.619485942,0.810454483,0.590600207,0.051353339,0.071324819,0.097207972,0.125905713,0.058026426,0.083142883,0.114407956,0.144110269,0.125588765,0.088993322,0.05310189,0.057247538,0.090924842,0.125155852,0.212185676,0.068126143,0,25
1,0.352506851,0.16342921,0.257964505,0.034306708,0.100804985,0.205740622,0.238938903,0.454964734,0.216038571,0.777242936,0.960078034,0.619341319,0.809562253,0.594615996,0.050942014,0.07079887,0.096482122,0.124798864,0.057217684,0.082015486,0.112864321,0.14247361,0.12272443,0.087521657,0.052932461,0.056923261,0.089226755,0.122208234,0.205740622,0.066629354,0,25
1,0.349680928,0.163909068,0.256793864,0.033431261,0.100815025,0.198017208,0.240256129,0.454164311,0.213941993,0.782511357,0.967931162,0.619019663,0.808436992,0.599168422,0.050456043,0.070177915,0.095624764,0.123493578,0.056259218,0.080670829,0.111023864,0.140524057,0.119295288,0.08577417,0.052769964,0.056585918,0.087235286,0.118712222,0.198017208,0.064716884,0,25
1,0.346458474,0.164457474,0.255457958,0.032432279,0.100822363,0.189296837,0.241970436,0.453077174,0.211182276,0.789159365,0.977494322,0.618998313,0.807328848,0.605067336,0.049907269,0.069477093,0.094656629,0.122022601,0.055172998,0.079135632,0.108924055,0.13830262,0.115443657,0.083858714,0.052616335,0.056226011,0.085031536,0.114831827,0.189296837,0.062840566,0,25
1,0.34275644,0.16508901,0.253921795,0.031283392,0.100851523,0.179001103,0.243357922,0.452320608,0.209087882,0.795255519,0.98716562,0.617968878,0.805594829,0.61003763,0.049284557,0.068682505,0.093558235,0.120357966,0.053935011,0.077368854,0.106508554,0.135750603,0.110886826,0.08158517,0.052548037,0.055958488,0.082536272,0.11030456,0.179001103,0.059812384,0,25
1,0.339658498,0.165618924,0.25263514,0.030321305,0.100911532,0.169869535,0.243397337,0.452627499,0.209366582,0.797276785,0.992568152,0.615194648,0.803246391,0.610622615,0.048769706,0.068026019,0.092650117,0.118985499,0.052907462,0.075888264,0.104486109,0.133617224,0.106821895,0.079500669,0.052656872,0.055941925,0.080439726,0.106299938,0.169869535,0.05561656,0,25
1,0.337835231,0.16593168,0.251877527,0.029755162,0.101019958,0.163385062,0.240964959,0.454861396,0.21396841,0.791597294,0.989658898,0.60945242,0.799868819,0.603150011,0.04846873,0.067642346,0.092119221,0.118184823,0.052305931,0.075016712,0.103297772,0.132365874,0.103869781,0.077806359,0.053015266,0.056283583,0.079068568,0.103342764,0.163385062,0.049525688,0,25
1,0.336859673,0.166099574,0.251472216,0.029452694,0.101138519,0.158985857,0.237596507,0.457789854,0.220208748,0.782741368,0.982919821,0.603008845,0.79634305,0.592709346,0.048307614,0.067436912,0.091834939,0.117756552,0.051984461,0.074551162,0.102665133,0.131701099,0.101825614,0.07649908,0.053471381,0.056749857,0.078201826,0.101234343,0.158985857,0.043216248,0,25
1,0.337407403,0.166005631,0.251699992,0.029623046,0.101224511,0.159121042,0.23430511,0.460495323,0.226190646,0.773171518,0.973736175,0.598149372,0.794025669,0.582439682,0.0483971,0.067550883,0.091992733,0.117994141,0.052164054,0.074813644,0.103023624,0.13207867,0.10177719,0.076196008,0.053807342,0.057175078,0.078330803,0.101080069,0.159121042,0.039105282,0,25
1,0.338209404,0.16586787,0.252033275,0.029871963,0.101281615,0.160378262,0.23184218,0.462483127,0.230657707,0.76578898,0.966199391,0.594903402,0.79257862,0.574795305,0.048529277,0.067719376,0.092225918,0.118345543,0.052428213,0.075196855,0.103545442,0.132627656,0.102244129,0.076221154,0.054023596,0.057487349,0.078686168,0.101469147,0.160378262,0.036561678,0,25
1,0.339228572,0.165692754,0.252456597,0.030187965,0.101324146,0.162441335,0.22975077,0.464139135,0.234437777,0.759338176,0.959239716,0.592468716,0.791604188,0.568319523,0.04869829,0.06793493,0.092524121,0.118795348,0.052765135,0.075683102,0.104206823,0.133323278,0.103073248,0.076461975,0.054174092,0.057750828,0.079216443,0.102241051,0.162441335,0.034860888,0,25
1,0.339708003,0.16561033,0.252655645,0.030336537,0.101351113,0.163307873,0.228537814,0.465113297,0.236651237,0.755666687,0.955395196,0.590966691,0.79094671,0.564606737,0.048778114,0.068036789,0.092665003,0.11900801,0.052924032,0.075911646,0.104517519,0.133650095,0.103409159,0.07652925,0.054272766,0.05790701,0.079452621,0.102548653,0.163307873,0.033720544,0,25
1,0.339715615,0.165609015,0.252658802,0.0303389,0.10135534,0.163263836,0.228390297,0.465237299,0.236926202,0.755248782,0.955011982,0.590739945,0.790826499,0.564163725,0.048779391,0.068038399,0.092667251,0.119011381,0.052926559,0.075915279,0.104522443,0.133655285,0.103384706,0.076504284,0.054289862,0.057926548,0.079447509,0.102520553,0.163263836,0.033512566,0,25
