subject_id,session_id,image_id,peak_emotion,ckplus_labelled,landmark_1,landmark_2,landmark_3,landmark_4,landmark_5,landmark_6,landmark_7,landmark_8,landmark_9,landmark_10,landmark_11,landmark_12,landmark_13,landmark_14,landmark_15,landmark_16,landmark_17,landmark_18,landmark_19,landmark_20,landmark_21,landmark_22,landmark_23,landmark_24,landmark_25,landmark_26,landmark_27,landmark_28,landmark_29,landmark_30,landmark_31,landmark_32,landmark_33,landmark_34,landmark_35,landmark_36,landmark_37,landmark_38,landmark_39,landmark_40,landmark_41,landmark_42,landmark_43,landmark_44,landmark_45,landmark_46,landmark_47,landmark_48,landmark_49,landmark_50,landmark_51,landmark_52,landmark_53,landmark_54,landmark_55,landmark_56,landmark_57,landmark_58,landmark_59,landmark_60,landmark_61,landmark_62,landmark_63,landmark_64,landmark_65,landmark_66,landmark_67,landmark_68
S046,5,18,happiness,0,218.07008 236.35466,220.94957 260.40919,224.73109 284.35912,230.28036 307.78293,240.64001 329.61677,257.72024 346.55128,279.86505 356.35821,302.83695 363.81425,326.61439 364.82562,350.02059 359.78304,370.69026 347.70635,389.08468 332.25271,403.58032 313.40926,410.48885 290.56509,410.85708 266.43778,410.22068 242.54304,408.88484 218.68031,226.71259 183.72647,241.10997 179.36632,255.95095 177.74308,270.7759 179.5776,284.54586 185.02238,325.27113 176.8683,340.11609 170.99992,355.55337 168.1872,371.1105 171.40364,386.06253 176.37563,310.71511 210.50544,312.4074 224.61647,313.87825 238.66064,315.12365 252.70349,289.93475 267.38828,303.10223 270.85989,316.57271 271.59069,327.96687 269.19806,337.92453 263.45989,244.85659 215.051,254.97469 206.86036,268.0811 206.82768,279.79447 212.67133,268.17312 215.08436,256.47198 216.07127,336.78476 208.76217,346.22181 201.71989,358.11825 200.50265,369.15722 204.54131,358.8516 208.73017,347.85537 209.59116,269.54192 294.85862,283.60645 285.46976,300.6845 284.74389,317.58281 286.7429,333.30266 282.73609,349.62479 282.83789,365.87898 283.82883,358.17689 302.66734,341.30966 314.00282,321.26926 317.62988,301.2007 317.94568,283.1467 309.51536,275.33643 295.41947,296.419 290.19977,317.95301 292.58374,338.71599 288.29365,359.86057 287.51222,342.62806 302.97038,320.33719 307.84951,295.91927 307.98956
S046,5,19,happiness,0,218.00924 236.34285,220.84119 260.40844,224.66759 284.3817,230.2269 307.81839,240.61731 329.63709,257.71657 346.59246,279.88362 356.42556,302.86261 363.93681,326.63758 364.87387,350.0804 360.01996,370.74171 347.92647,389.06323 332.38446,403.6475 313.62318,410.58243 290.79323,410.90301 266.66493,410.25856 242.79394,409.00426 218.91474,226.84452 183.7854,241.21474 179.44844,256.02611 177.8147,270.82049 179.64166,284.55722 185.0912,325.29218 176.99446,340.12076 171.09531,355.56014 168.30105,371.11459 171.51878,386.06385 176.49175,310.72366 210.6079,312.41409 224.71704,313.8827 238.75507,315.14353 252.79266,289.95901 267.44884,303.10697 270.91549,316.5686 271.66532,327.99996 269.23358,338.00154 263.46034,244.86641 215.1201,255.00688 206.95402,268.10871 206.96652,279.80584 212.81468,268.16578 215.16581,256.47535 216.15727,336.78223 208.8529,346.25371 201.86549,358.1276 200.62919,369.15782 204.65134,358.8434 208.82851,347.85173 209.69777,269.34233 295.12562,283.33887 285.47752,300.52684 284.81871,317.55298 286.73798,333.3378 282.61662,349.74879 282.7891,366.07341 283.93526,358.35245 302.77399,341.39292 314.02465,321.28332 317.53813,301.24197 317.89969,283.21335 309.49523,275.24843 295.44516,296.31908 290.19009,317.8662 292.64591,338.80493 288.21987,360.15892 287.36725,342.90906 303.11201,320.35002 307.88983,295.82966 308.06094
S046,5,20,happiness,0,217.98276 236.28384,220.75697 260.35775,224.61619 284.35194,230.17406 307.8001,240.58319 329.60528,257.69095 346.58606,279.87198 356.45315,302.851 364.02748,326.61955 364.90201,350.09658 360.24442,370.75185 348.14546,389.00596 332.5272,403.68309 313.85598,410.65292 291.04662,410.93751 266.92123,410.29587 243.07695,409.13227 219.18484,227.02943 183.80778,241.37256 179.50069,256.15322 177.8634,270.9144 179.68918,284.61385 185.14863,325.35562 177.12773,340.16842 171.20574,355.6087 168.43695,371.1567 171.66239,386.0987 176.64219,310.76212 210.70616,312.44418 224.812,313.90413 238.84248,315.17375 252.87328,289.99105 267.48768,303.11616 270.9549,316.56659 271.72933,328.03366 269.26468,338.07922 263.46245,244.91431 215.15554,255.07875 207.01928,268.17404 207.0819,279.85084 212.93878,268.19325 215.22375,256.51467 216.21435,336.80653 208.95142,346.31336 202.02302,358.16391 200.77348,369.18206 204.78392,358.85877 208.94441,347.87286 209.81672,269.14664 295.35471,283.07827 285.4598,300.37116 284.87424,317.5189 286.72257,333.36666 282.49674,349.86173 282.74627,366.25176 284.05239,358.5048 302.88365,341.45294 314.04075,321.27797 317.4331,301.26709 317.8305,283.2705 309.44557,275.16253 295.43965,296.21933 290.16039,317.7735 292.69564,338.88234 288.14667,360.43771 287.23421,343.16697 303.24827,320.34768 307.91531,295.73213 308.10587
S046,5,21,happiness,0,218.00377 236.21793,220.74733 260.29308,224.65181 284.29917,230.22327 307.74989,240.6534 329.53643,257.77804 346.52397,279.97348 356.40147,302.95586 364.00668,326.71771 364.81102,350.21563 360.30326,370.85381 348.18649,389.03709 332.49396,403.77363 313.88882,410.75443 291.095,410.99681 266.97689,410.34276 243.15918,409.23473 219.26111,227.20869 183.7975,241.51963 179.51084,256.26635 177.85892,270.99359 179.6723,284.65767 185.13136,325.3977 177.15894,340.18879 171.20267,355.62689 168.44886,371.16958 171.67041,386.1068 176.64577,310.80446 210.70983,312.48831 224.81007,313.94971 238.83069,315.23881 252.85261,290.07577 267.43351,303.17647 270.89984,316.61235 271.68915,328.09884 269.18796,338.17009 263.35724,244.97419 215.1432,255.15189 207.0236,268.24191 207.11779,279.90474 212.97566,268.23537 215.21798,256.56804 216.21563,336.83121 208.93602,346.36048 202.04447,358.1921 200.77713,369.20137 204.77979,358.87437 208.93315,347.89414 209.8141,269.11809 295.53622,282.95899 285.42135,300.31438 284.86689,317.54425 286.63935,333.42479 282.32491,349.96972 282.64466,366.39038 284.09846,358.62039 302.86401,341.52427 313.90733,321.33995 317.20412,301.39766 317.63873,283.4541 309.32249,275.27729 295.39503,296.25643 290.09851,317.75435 292.67353,338.9447 288.02067,360.60833 287.0516,343.36852 303.21854,320.40191 307.79058,295.78621 308.01362
S046,5,22,happiness,0,217.94814 236.11197,220.66108 260.19178,224.58106 284.20869,230.15168 307.66556,240.59497 329.44423,257.72354 346.44541,279.92657 356.34141,302.90833 363.98171,326.66652 364.75517,350.18257 360.34765,370.81847 348.22867,388.96836 332.49732,403.7543 313.93923,410.75412 291.15594,410.97639 267.03827,410.32342 243.23378,409.26408 219.32866,227.2532 183.73946,241.55261 179.46603,256.28617 177.81331,270.99906 179.6268,284.64693 185.09045,325.38908 177.15184,340.17348 171.18682,355.61167 168.44445,371.15112 171.66983,386.0847 176.6486,310.78426 210.68654,312.46393 224.78511,313.92104 238.80228,315.21315 252.82107,290.04846 267.3868,303.14029 270.84983,316.57232 271.65022,328.08061 269.13311,338.17727 263.28688,244.95945 215.09052,255.1495 206.98745,268.2353 207.10811,279.88744 212.96948,268.20919 215.17543,256.54825 216.1725,336.80451 208.91406,346.35246 202.05608,358.17084 200.78155,369.17399 204.77366,358.84258 208.91819,347.86577 209.80117,268.94753 295.55532,282.76886 285.31685,300.18851 284.80889,317.48943 286.54764,333.40942 282.17584,350.006 282.5273,366.47069 284.05133,358.69424 302.84228,341.53992 313.85896,321.30321 317.09702,301.35743 317.5527,283.41633 309.22785,275.13862 295.30656,296.13896 289.9901,317.66916 292.61153,338.9726 287.89031,360.76605 286.88742,343.49838 303.23042,320.36851 307.75333,295.66822 307.98611
S046,5,23,happiness,0,218.00283 236.03097,220.70118 260.11395,224.61001 284.13527,230.16824 307.59699,240.59979 329.38259,257.72069 346.39486,279.92012 356.30439,302.89942 363.95893,326.65866 364.74268,350.17955 360.35482,370.82285 348.24585,388.97966 332.52047,403.77927 313.97216,410.79275 291.19196,411.02742 267.07331,410.38755 243.26805,409.34358 219.36054,227.34738 183.66093,241.64822 179.39678,256.3816 177.75145,271.09232 179.57273,284.73574 185.04465,325.48553 177.13216,340.27307 171.1729,355.7139 168.44022,371.25234 171.67456,386.18389 176.66202,310.86025 210.65921,312.53204 224.75948,313.98128 238.77791,315.26671 252.79795,290.0935 267.34725,303.18246 270.81889,316.61384 271.62804,328.12428 269.11551,338.22534 263.27359,245.02894 215.0245,255.22487 206.92708,268.31151 207.05636,279.96058 212.92508,268.27974 215.12334,256.61782 216.11417,336.88237 208.90031,346.4357 202.04802,358.25516 200.77948,369.2564 204.77901,358.92171 208.9177,347.94375 209.79473,268.97711 295.52416,282.79779 285.28262,300.21884 284.78355,317.52122 286.52837,333.44434 282.16256,350.04174 282.52861,366.50519 284.07162,358.71468 302.84887,341.55389 313.84598,321.31855 317.06771,301.37911 317.51294,283.44747 309.18517,275.18145 295.26588,296.17547 289.96228,317.69565 292.59637,338.99995 287.88396,360.79312 286.89188,343.52073 303.22267,320.38828 307.72654,295.6956 307.94668
S050,6,1,happiness,1,316.33665 205.59914,316.73495 230.77075,319.94349 255.79718,324.53091 280.5065,331.60799 304.56303,343.90105 326.47708,363.04158 342.6868,385.98651 352.52318,410.64696 356.32582,436.08198 351.49088,459.53691 340.63494,480.54245 325.64763,495.7057 304.78019,502.05147 279.72878,506.39994 254.24774,509.39417 228.32396,512.01245 202.78788,329.34429 185.91871,338.5117 176.25434,352.07197 174.53014,365.60121 175.91051,378.96618 178.62192,424.90657 176.97426,439.8321 172.27068,455.12907 169.66588,470.38694 172.17839,482.31446 181.60937,408.0026 203.43336,408.75967 212.49251,408.63812 221.59575,408.50696 230.5957,393.657 259.71348,401.05905 257.97086,408.55347 257.64445,415.40449 257.72359,422.14096 258.39088,352.39451 206.97888,361.31431 199.3067,373.25286 199.99425,383.382 206.22377,373.36741 210.55329,362.45136 210.89356,436.15859 203.15909,444.93512 196.78564,455.64931 197.52747,463.85653 204.52066,454.709 208.75291,444.5914 208.46274,375.75915 291.31852,386.24307 283.12777,396.48948 274.39123,408.32061 278.26697,420.86661 275.65703,432.13521 282.28123,443.24072 289.47218,432.34313 295.56453,420.58986 299.31849,408.38211 300.13484,397.02423 299.34239,385.96569 296.29338,383.69009 289.5946,395.99793 287.79611,408.34095 288.05878,421.72191 286.73274,434.934 287.63593,421.57933 287.64952,408.46171 288.83171,395.99639 288.76111
S050,6,2,happiness,1,316.33665 205.59914,316.73495 230.77075,319.94349 255.79718,324.53091 280.5065,331.60799 304.56303,343.90105 326.47708,363.04158 342.6868,385.98651 352.52318,410.64696 356.32582,436.08198 351.49088,459.53691 340.63494,480.54245 325.64763,495.7057 304.78019,502.05147 279.72878,506.39994 254.24774,509.39417 228.32396,512.01245 202.78788,329.34429 185.91871,338.5117 176.25434,352.07197 174.53014,365.60121 175.91051,378.96618 178.62192,424.90657 176.97426,439.8321 172.27068,455.12907 169.66588,470.38694 172.17839,482.31446 181.60937,408.0026 203.43336,408.75967 212.49251,408.63812 221.59575,408.50696 230.5957,393.657 259.71348,401.05905 257.97086,408.55347 257.64445,415.40449 257.72359,422.14096 258.39088,352.39451 206.97888,361.31431 199.3067,373.25286 199.99425,383.382 206.22377,373.36741 210.55329,362.45136 210.89356,436.15859 203.15909,444.93512 196.78564,455.64931 197.52747,463.85653 204.52066,454.709 208.75291,444.5914 208.46274,375.75915 291.31852,386.24307 283.12777,396.48948 274.39123,408.32061 278.26697,420.86661 275.65703,432.13521 282.28123,443.24072 289.47218,432.34313 295.56453,420.58986 299.31849,408.38211 300.13484,397.02423 299.34239,385.96569 296.29338,383.69009 289.5946,395.99793 287.79611,408.34095 288.05878,421.72191 286.73274,434.934 287.63593,421.57933 287.64952,408.46171 288.83171,395.99639 288.76111
S050,6,3,happiness,1,316.02613 206.22431,316.42716 231.38551,319.63897 256.41485,324.22421 281.11457,331.29609 305.16032,343.4226 327.18978,362.58951 343.34765,385.71095 352.85424,410.40805 356.58929,435.86884 351.84964,459.42944 341.20415,480.53313 326.33688,495.56339 305.37977,501.88926 280.31249,506.22988 254.84076,509.21975 228.8989,511.83209 203.37333,329.23871 185.63586,338.40708 176.10939,351.85731 174.35432,365.31093 175.62255,378.56568 178.35023,424.87918 176.65384,439.77277 172.38198,454.96005 169.66591,470.10277 172.02148,482.10164 181.25908,407.83004 203.9135,408.54844 212.91692,408.4823 221.97703,408.46672 230.9232,393.79817 260.21103,401.10195 258.43849,408.50038 258.00019,415.21723 258.15461,421.81511 258.84269,352.16297 207.09542,361.01539 199.30592,372.98052 200.02325,383.04379 206.3942,373.03509 210.83568,362.11962 211.28276,435.99676 203.3437,444.74217 196.73001,455.62157 197.54097,463.76634 204.822,454.56124 209.1109,444.37856 208.83299,375.56114 291.46648,386.07049 283.44218,396.4186 274.99814,408.27205 278.77895,420.65851 276.22413,431.79006 282.85106,442.87822 289.61393,432.15369 295.85385,420.32972 299.52501,408.06863 300.11705,396.70296 299.46374,385.61547 296.56994,383.69852 290.0146,395.94042 288.15413,408.26358 288.32594,421.32511 287.22628,434.17949 288.0824,421.09877 287.88654,408.24472 288.99886,395.93357 288.85768
S050,6,4,happiness,1,315.94936 206.50394,316.35716 231.66207,319.57572 256.69048,324.16645 281.38627,331.24294 305.42726,343.33867 327.47736,362.51472 343.61902,385.67622 353.04955,410.38147 356.76406,435.84562 352.0387,459.42572 341.43233,480.54512 326.58677,495.54196 305.60637,501.85686 280.53565,506.18939 255.06559,509.1719 229.11991,511.77659 203.5967,329.24502 185.04129,338.52588 175.78547,351.84868 173.98069,365.20384 175.11025,378.3213 177.81827,425.58271 176.02823,440.33326 172.1817,455.32258 169.45478,470.22893 171.71244,482.07084 180.82237,407.782 204.1038,408.49939 213.0845,408.45833 222.12956,408.4931 231.05489,393.72494 260.28073,401.08708 258.6154,408.52967 258.12191,415.19331 258.30421,421.73739 258.98856,352.10165 207.06427,360.8824 199.13485,372.8837 199.91409,382.81907 206.53275,372.83062 211.05219,361.92856 211.52715,435.89266 203.46039,444.63917 196.51821,455.7655 197.41497,463.91552 205.02959,454.58486 209.3808,444.27894 209.15032,375.24992 291.23434,385.8917 283.5277,396.44065 275.49099,408.33567 279.17376,420.69111 276.65685,431.87517 283.13861,443.07526 289.48628,432.40133 295.97897,420.4637 299.74583,408.0464 300.2815,396.50342 299.64271,385.29219 296.64824,383.64907 290.11248,395.92819 288.34343,408.30253 288.4601,421.31101 287.48014,434.1058 288.21322,421.0665 288.1696,408.20576 289.27011,395.87832 289.0785
S050,6,5,happiness,1,315.93782 206.57262,316.34703 231.72942,319.56713 256.75885,324.15845 281.4533,331.23501 305.49262,343.3011 327.56372,362.48307 343.69563,385.67829 353.06539,410.39106 356.7668,435.86023 352.05794,459.4612 341.48784,480.59676 326.66471,495.56994 305.66483,501.87953 280.5922,506.20982 255.12308,509.19072 229.17337,511.79348 203.65138,329.30859 184.21298,338.72715 175.27399,351.91952 173.45381,365.1641 174.42855,378.12832 177.10703,426.41827 175.2611,441.00997 171.79279,455.7985 169.07267,470.4551 171.25832,482.10579 180.26107,407.76737 204.10415,408.51193 213.07588,408.48582 222.12167,408.5519 231.04108,393.62282 260.19026,401.07262 258.64056,408.58663 258.10757,415.21562 258.30898,421.72437 258.99413,352.05116 206.91752,360.7814 198.82658,372.84987 199.70111,382.67429 206.60031,372.68295 211.19631,361.76696 211.66851,435.7917 203.48684,444.57252 196.19112,455.98169 197.1764,464.17192 205.14426,454.68121 209.57857,444.21166 209.40354,375.17486 291.04943,385.89299 283.66024,396.5682 275.97396,408.42963 279.60794,420.72093 277.13365,431.91285 283.48054,443.17513 289.45862,432.55521 296.08129,420.56377 299.85311,408.08363 300.33329,396.45727 299.70656,385.20242 296.65194,383.81135 290.18253,396.03931 288.56775,408.36509 288.63695,421.30192 287.76615,434.02614 288.33429,421.03084 288.38984,408.19569 289.45312,395.94687 289.24915
S050,6,6,happiness,1,315.9814 206.3519,316.40598 231.52702,319.64284 256.56838,324.25339 281.27793,331.35128 305.33077,343.49505 327.36797,362.68989 343.51493,385.84543 352.98776,410.56298 356.69863,436.03551 351.9384,459.6117 341.27225,480.71295 326.38952,495.72934 305.3933,502.03115 280.31153,506.35045 254.82126,509.3181 228.86025,511.90816 203.31778,329.32556 183.0183,338.98138 174.52165,352.03307 172.68676,365.14759 173.4618,377.93133 176.0783,427.84043 174.12094,442.17103 171.00634,456.67767 168.3675,470.97484 170.53057,482.23827 179.4758,407.7674 203.81747,408.58522 212.81702,408.55095 221.89766,408.59449 230.84847,393.24761 259.77042,400.93206 258.44239,408.65034 257.9144,415.31752 258.09245,421.8663 258.76373,351.99761 206.63718,360.67709 198.34231,372.84109 199.35829,382.52046 206.64134,372.52422 211.30121,361.58523 211.70531,435.64971 203.40674,444.51245 195.66169,456.30153 196.75052,464.60546 205.13246,454.87492 209.67643,444.16362 209.59354,374.98264 290.61151,385.87078 283.7049,396.73877 276.45791,408.56397 280.04287,420.88655 277.59153,432.2388 283.67442,443.67763 289.25885,432.98401 296.04065,420.90935 299.9228,408.30638 300.48388,396.4887 299.78242,385.13137 296.49193,383.9755 290.04962,396.18605 288.76641,408.46424 288.80762,421.51347 287.95504,434.38428 288.23698,421.25314 288.60061,408.27055 289.65315,396.02755 289.49219
S050,6,7,happiness,1,316.12747 206.13058,316.57026 231.30941,319.82474 256.345,324.45554 281.05456,331.57466 305.10613,343.82575 327.06918,363.01762 343.22838,386.08298 352.86274,410.78186 356.59095,436.23481 351.75906,459.74637 340.95766,480.77767 325.99656,495.85122 305.03523,502.14197 279.9624,506.4453 254.46532,509.39482 228.51357,511.96793 202.96499,329.38414 182.22514,339.2211 174.04309,352.17743 172.17698,365.20279 172.82033,377.86604 175.38586,429.01758 173.30656,443.12842 170.41842,457.40823 167.86991,471.42139 170.03586,482.3409 178.96287,407.81351 203.56151,408.68206 212.58554,408.63307 221.69108,408.63873 230.66786,392.92555 259.33871,400.81984 258.20869,408.72203 257.70471,415.44322 257.84702,422.04894 258.49678,352.06128 206.42525,360.69012 198.0082,372.8955 199.11287,382.44587 206.65958,372.47018 211.34258,361.54113 211.68278,435.5772 203.32616,444.48904 195.28261,456.52726 196.44019,464.9138 205.08175,455.02304 209.68597,444.1577 209.67399,374.68249 290.03986,385.76892 283.53156,396.84399 276.64937,408.69452 280.16811,421.11881 277.71646,432.69481 283.54668,444.34319 288.85319,433.52289 295.83516,421.34284 299.92023,408.56519 300.62086,396.49859 299.81515,384.98892 296.23414,383.97186 289.74627,396.25612 288.73148,408.57612 288.76694,421.82555 287.87139,434.93337 287.9396,421.60477 288.66914,408.39855 289.75154,396.04234 289.62204
S050,6,8,happiness,1,316.2413 205.87077,316.67363 231.05549,319.91803 256.09556,324.5401 280.81244,331.65169 304.87246,343.92729 326.82209,363.11061 343.00106,386.14212 352.70787,410.83626 356.45913,436.29016 351.6187,459.7968 340.77961,480.81185 325.80776,495.92503 304.85848,502.22629 279.79519,506.54188 254.29428,509.50295 228.34323,512.08772 202.78989,329.4096 181.71605,339.32842 173.65167,352.27622 171.78554,365.28064 172.38742,377.90671 174.96892,429.8684 172.78958,443.82879 169.98022,457.95547 167.50671,471.79169 169.71116,482.46726 178.64916,407.91906 203.40266,408.78121 212.44797,408.7077 221.56639,408.66581 230.56189,392.64505 259.09514,400.69829 258.08262,408.74158 257.61181,415.512 257.73001,422.16723 258.38478,352.15549 206.18573,360.73368 197.7557,372.91185 198.92115,382.37954 206.55789,372.43743 211.23176,361.54146 211.54088,435.63506 203.18094,444.58215 195.07584,456.69394 196.28015,465.08244 205.00787,455.12648 209.61193,444.21282 209.61488,373.95784 289.2069,385.37718 283.12241,396.72597 276.56649,408.71182 279.96471,421.32405 277.49409,433.20013 283.10919,445.15298 288.14996,434.03721 295.3005,421.66165 299.62883,408.61835 300.47394,396.24373 299.57221,384.49922 295.71063,383.73776 289.25748,396.1483 288.51468,408.55465 288.56166,421.96824 287.59673,435.28457 287.46334,421.76743 288.279,408.42347 289.35974,395.93059 289.28847
S050,6,9,happiness,1,316.30033 205.94502,316.71007 231.11089,319.93026 256.13787,324.52624 280.84023,331.60998 304.88815,343.81884 326.86093,362.98072 343.03458,386.02895 352.67967,410.71169 356.43529,436.15892 351.64332,459.69754 340.87047,480.72138 325.96666,495.82078 305.00937,502.12809 279.97985,506.46219 254.50205,509.44391 228.56686,512.04885 203.03537,329.33109 181.73848,339.20278 173.55824,352.21671 171.6411,365.27083 172.29466,377.94386 174.98976,430.54628 172.55701,444.35334 169.84749,458.29303 167.42545,471.96669 169.65116,482.43072 178.56283,408.0523 203.68446,408.77873 212.7156,408.68676 221.79364,408.61349 230.76487,392.33909 259.22365,400.51355 258.28995,408.66326 257.83557,415.44984 257.94853,422.11915 258.62748,352.34535 206.03122,360.77411 197.74366,372.75225 198.89608,382.08705 206.41153,372.27972 211.04762,361.53622 211.42567,435.81058 203.04389,444.7089 195.14078,456.6668 196.38819,464.88189 205.02884,455.01066 209.52428,444.23213 209.47911,371.82808 287.3555,384.05207 282.007,396.08097 276.09524,408.57164 279.10899,421.63484 276.57648,434.16824 281.84691,446.82743 286.32071,435.06141 293.99879,422.13968 298.96958,408.36022 300.04208,395.21599 299.01439,382.82398 294.6339,382.68264 288.23987,395.53897 287.79399,408.3471 287.84872,421.993 286.77572,435.60354 286.41003,421.81711 287.169,408.30357 288.27073,395.37126 288.23888
S050,6,10,happiness,1,316.29582 206.21512,316.7122 231.37088,319.93764 256.38543,324.53884 281.07659,331.62685 305.11302,343.85582 327.05845,363.01075 343.22565,386.03147 352.89936,410.7001 356.6544,436.1313 351.84619,459.65214 341.03969,480.64162 326.12992,495.74955 305.17816,502.04411 280.16965,506.36997 254.70089,509.34359 228.77856,511.94082 203.25648,329.1108 182.71812,338.7846 174.05501,351.9723 171.95418,365.20169 172.82317,378.09303 175.67419,430.51191 172.8475,444.30562 170.127,458.19033 167.71999,471.89824 169.94341,482.34018 178.85971,408.24205 204.12652,408.72358 213.11454,408.63131 222.10717,408.55244 231.01927,392.2666 259.44078,400.45181 258.51958,408.61089 258.07106,415.40476 258.17617,422.08204 258.84895,352.70074 205.94109,360.93656 197.98381,372.55635 198.93303,381.75862 206.03555,372.17946 210.5731,361.70337 211.1107,436.20967 202.75046,444.92025 195.36654,456.41444 196.58295,464.32746 204.81603,454.76244 209.06904,444.36774 208.92212,368.94508 284.9126,382.17689 280.11503,395.11896 274.84157,408.44104 277.31734,422.18687 274.66111,435.62543 279.58778,449.19238 283.60371,436.67095 292.23261,422.99316 298.26754,408.12123 299.67798,393.83604 298.47637,380.4784 293.36375,380.81153 286.74386,394.53971 286.29611,408.20314 286.37707,422.32188 285.10629,436.44921 284.75896,422.24883 285.74672,408.30452 287.0236,394.4348 286.90462
S050,6,11,happiness,1,316.24448 206.13352,316.66167 231.29738,319.88843 256.31697,324.49245 281.01572,331.58449 305.05972,343.85335 326.98434,363.00793 343.16561,385.9968 352.91218,410.66353 356.68156,436.09467 351.85031,459.60736 340.98626,480.56931 326.05447,495.7147 305.10495,502.00776 280.10501,506.33501 254.62806,509.30898 228.70345,511.90677 203.173,328.79859 183.6545,338.24354 174.40028,351.66886 172.1327,365.12281 173.27269,378.29539 176.29851,430.31614 173.08721,444.13787 170.19516,458.02866 167.81931,471.84547 170.08932,482.29353 179.06957,408.43909 204.2791,408.668 213.24157,408.56057 222.1606,408.44717 231.02929,392.12507 259.43674,400.33008 258.50274,408.50994 258.08772,415.34488 258.17046,422.06395 258.84133,353.03169 205.61804,361.0951 198.0496,372.33535 198.77845,381.44635 205.37666,372.09205 209.78311,361.88324 210.46846,436.65409 202.17673,445.18416 195.4454,456.12225 196.60471,463.72761 204.30537,454.50995 208.28729,444.54374 208.01817,365.91645 282.20711,380.1985 277.92119,394.05344 273.19159,408.24328 275.13498,422.74269 272.33195,437.14776 276.93134,451.66228 280.59741,438.283 290.12898,423.83212 297.25898,407.84769 299.06274,392.40329 297.66167,378.05599 291.79087,378.81838 284.93992,393.45303 284.50393,407.9926 284.63574,422.64935 283.10253,437.36999 282.78522,422.6905 283.94695,408.28203 285.40531,393.43094 285.22971
S050,6,12,happiness,1,316.20534 205.6139,316.58438 230.80657,319.77668 255.86204,324.34728 280.59573,331.40928 304.6775,343.6226 326.67218,362.78087 342.89178,385.82109 352.61543,410.51979 356.41338,435.99449 351.63656,459.58275 340.83509,480.60617 325.95061,495.77886 304.97095,502.10954 279.95603,506.48007 254.45705,509.49718 228.50186,512.13665 202.94689,328.65735 183.8866,337.89487 174.11199,351.53029 171.73492,365.18235 173.11964,378.59543 176.32563,430.13266 172.89363,444.03977 169.9067,457.9841 167.52614,471.94382 169.82382,482.49371 178.84258,408.74942 204.05367,408.74379 212.98779,408.62655 221.84233,408.50565 230.66832,392.22223 259.17699,400.38226 258.184,408.52397 257.77758,415.35736 257.87643,422.07265 258.56801,353.36988 204.84799,361.31152 197.60033,372.25381 198.15744,381.31399 204.33224,372.11902 208.64417,362.10838 209.47326,437.22505 201.29638,445.61285 195.12126,456.08667 196.24832,463.40868 203.53495,454.48122 207.28991,444.87158 206.89338,363.56736 279.70965,378.67377 275.80113,393.249 271.49433,408.14311 273.02839,423.20607 270.13635,438.31079 274.56057,453.54403 277.94066,439.50436 288.1511,424.41861 296.06819,407.55947 298.08325,391.2385 296.55656,376.12636 290.16341,377.30308 283.18326,392.63589 282.71258,407.86371 282.88777,422.84039 281.22024,437.90856 280.97629,422.94024 282.09056,408.27077 283.64637,392.69603 283.3911
S050,6,13,happiness,1,316.66732 203.7888,317.02783 229.04983,320.20405 254.13269,324.77767 278.93332,331.85597 303.08585,344.60315 324.75471,363.69813 341.16803,386.20748 351.95181,410.82326 355.97778,436.25558 350.90434,459.54336 339.43958,480.30197 324.15765,495.91823 303.44666,502.33499 278.44113,506.74699 252.87884,509.79257 226.94537,512.46508 201.32246,328.68209 183.73543,338.07741 173.84167,351.87474 171.37175,365.65898 172.97214,379.26761 176.1171,430.83313 172.70408,444.72514 169.18911,458.77703 167.12267,472.81584 169.70898,483.0141 179.13024,409.02011 202.6062,409.05701 211.657,408.81919 220.59554,408.45315 229.52998,391.58932 257.39475,400.06383 256.67516,408.49668 256.50901,415.6353 256.44638,422.67001 257.04404,353.81753 203.99143,361.84901 196.94502,372.71504 197.40101,381.73217 203.48044,372.58813 207.54578,362.65385 208.13171,437.50372 200.54027,445.9052 194.63548,456.17841 195.67988,463.64029 202.55563,454.77287 206.16081,445.27094 205.77294,363.06685 278.36506,378.34373 274.24824,393.07225 269.73156,408.13559 271.36466,423.73169 268.37536,439.41544 272.61396,454.9133 276.75611,440.51796 287.27167,425.35543 295.83441,408.19862 298.43983,391.39332 296.45891,376.008 289.2699,376.3256 281.56879,392.2255 281.15665,407.9431 281.54681,424.00015 279.41126,440.21405 279.39288,424.38676 281.7857,408.64116 283.64268,392.19161 283.33069
